Company_Name,Class,Designation,Location,Total_applicants
Uplers,Class 2,Lead Data Engineer - WFH, Uttar Pradesh,12
Uplers,Class 2,.Net Core Developer, Karnataka,34
Uplers,Class 2,Java Software Engineer, Uttar Pradesh,34
Uplers,Class 2,Search Engine Marketing Manager, Karnataka,3
Uplers,Class 2,Android Developer- WFH, Tamil Nadu,33
Uplers,Class 2,Blockchain Software Developer, Gujarat,7
Uplers,Class 2,React Developer, Rajasthan,70
Uplers,Class 2,Full Stack Engineer (React/Node.js), Rajasthan,14
Uplers,Class 2,UI/UX Designer, Rajasthan,167
Uplers,Class 2,Database Engineer, Telangana,27
Uplers,Class 2,Mobile Developer- Android, Maharashtra,9
Uplers,Class 2,Associate Digital Marketing (WFH), Maharashtra,30
Uplers,Class 2,Android Engineer- WFH, India,19
Uplers,Class 2,Associate Digital Marketing (WFH), Maharashtra,33
Uplers,Class 2,Engineer - Lead, Haryana,8
Uplers,Class 2,Mobile Developer- Android, Karnataka,21
Uplers,Class 2,Paid Search Executive, Karnataka,6
Uplers,Class 2,Python Developer - WFH, Haryana,79
Uplers,Class 2,Android Engineer- WFH, India,21
Uplers,Class 2,Campaign Analyst - Programmatic, West Bengal,6
Uplers,Class 2,Python Developer - WFH, Maharashtra,75
Uplers,Class 2,PPC Specialist, Rajasthan,27
Uplers,Class 2,Senior Ad Operations Specialist, Rajasthan,17
Uplers,Class 2,React Developer, Gujarat,77
Uplers,Class 2,PPC Executive- Associate, Karnataka,24
Uplers,Class 2,SF Tech Architect - Associate, Tamil Nadu,3
Uplers,Class 2,Senior - Data Engineer, Telangana,11
Uplers,Class 2,Google Analytics Associate - WFH, Maharashtra,84
Uplers,Class 2,Mobile Developer- Android, Telangana,18
Uplers,Class 2,Programmatic Executive, Telangana,15
Uplers,Class 2,Mobile Developer- Android, Haryana,14
Uplers,Class 2,Data Engineer, Maharashtra,41
Uplers,Class 2,Remote Android Developer, Maharashtra,9
Uplers,Class 2,Python Software Developer, Tamil Nadu,113
Infosys,Class 3,Linux Lead, Karnataka,61
Infosys,Class 3,Nodejs Lead, Telangana,99
Infosys,Class 3,Technology Analyst - .Net, Haryana,191
Infosys,Class 3,Technology Analyst - .Net, Tamil Nadu,144
Infosys,Class 3,Dotnet Developer, Kerala,170
Infosys,Class 3,Technology Analyst - NodeJs (3-5 years) - Jaipur, Rajasthan,30
Infosys,Class 3,Java Developer (3-5 yrs) Bhubaneshwar, Odisha,42
Infosys,Class 3,Senior Dotnet Developer, Punjab,45
Infosys,Class 3,Technology Analyst - Devops - (3-5 years) - BHUBANESWAR, Odisha,126
Infosys,Class 3,Java Developer (5-8 yrs) Bhubaneshwar, Odisha,20
Infosys,Class 3,Nodejs Lead, Maharashtra,69
Infosys,Class 3,Technology Analyst - NodeJs (3-5 years) - Pune, Maharashtra,74
Infosys,Class 3,Dotnet Developer, Odisha,115
Infosys,Class 3,Java Developer (5-8 yrs) Indore, Madhya Pradesh,44
Infosys,Class 3,Technology Analyst - NodeJs (3-5 years) - Bhubaneshwar, Odisha,77
Genpact,Class 1,Hiring for OTC- JAIPUR, Rajasthan,47
Genpact,Class 1,C++ Developer, Telangana,72
Genpact,Class 1,Hiring for RTR- Jaipur, Rajasthan,133
